ID,DATE,ELEMENT,DATA_VALUE,M_FLAG,Q_FLAG,S_FLAG,OBS_TIME,Year
USW00094728,20000102,WDF5,260,,,X,,2000
USW00094728,20000102,WSF2,72,,,X,,2000
USW00094728,20000102,WSF5,112,,,X,,2000
USW00094728,20000102,WT01,1,,,0,,2000
USW00094728,20000102,WT08,1,,,0,,2000
USW00094728,20000102,WT13,1,,,X,,2000
USW00023174,20000103,TMAX,189,,,0,2400.0,2000
USW00023174,20000103,TMIN,67,,,0,2400.0,2000
USW00023174,20000103,PRCP,0,,,0,2400.0,2000
USW00023174,20000103,AWND,31,,,X,,2000
USW00023174,20000103,FMTM,46,,,X,,2000
USW00023174,20000103,PGTM,1653,,,W,,2000
USW00023174,20000103,TAVG,128,,,W,,2000
USW00023174,20000103,WDF2,350,,,X,,2000
USW00023174,20000103,WDF5,270,,,X,,2000
USW00023174,20000103,WESD,0,,,0,,2000
USW00023174,20000103,WSF2,72,,,X,,2000
USW00023174,20000103,WSF5,80,,,X,,2000
USC00042319,20000103,TMAX,194,,,0,800.0,2000
USC00042319,20000103,TMIN,-6,,,0,800.0,2000
USC00042319,20000103,TOBS,17,,,0,800.0,2000
USC00042319,20000103,PRCP,0,P,,0,800.0,2000
USC00042319,20000103,SNOW,0,P,,0,,2000
USC00042319,20000103,SNWD,0,P,,0,,2000
USC00042319,20000103,EVAP,33,,,0,800.0,2000
USC00042319,20000103,MNPN,-28,,X,0,,2000
USC00042319,20000103,MXPN,106,,,0,,2000
USC00042319,20000103,WDMV,23,,,0,,2000
USW00094728,20000103,TMAX,178,,,0,2400.0,2000
USW00094728,20000103,TMIN,106,,,0,2400.0,2000
USW00094728,20000103,PRCP,0,,,0,2400.0,2000
USW00094728,20000103,SNOW,0,,,0,,2000
USW00094728,20000103,SNWD,0,,,Z,,2000
USW00094728,20000103,AWND,30,,,X,,2000
USW00094728,20000103,FMTM,321,,,X,,2000
USW00094728,20000103,PGTM,320,,,W,,2000
USW00094728,20000103,TAVG,144,,,W,,2000
USW00094728,20000103,WDF2,260,,,X,,2000
USW00094728,20000103,WDF5,250,,,X,,2000
USW00094728,20000103,WSF2,67,,,X,,2000
USW00094728,20000103,WSF5,94,,,X,,2000
USW00094728,20000103,WT01,1,,,0,,2000
USW00094728,20000103,WT08,1,,,0,,2000
USW00094728,20000103,WT13,1,,,X,,2000
USW00023174,20000104,TMAX,206,,,0,2400.0,2000
USW00023174,20000104,TMIN,83,,,0,2400.0,2000
USW00023174,20000104,PRCP,0,,,0,2400.0,2000
USW00023174,20000104,AWND,28,,,X,,2000
USW00023174,20000104,FMTM,1342,,,X,,2000
USW00023174,20000104,PGTM,1424,,,W,,2000
USW00023174,20000104,TAVG,144,,,W,,2000
USW00023174,20000104,WDF2,260,,,X,,2000
USW00023174,20000104,WDF5,250,,,X,,2000
USW00023174,20000104,WESD,0,,,0,,2000
USW00023174,20000104,WSF2,72,,,X,,2000
USW00023174,20000104,WSF5,80,,,X,,2000
USC00042319,20000104,TMAX,183,,,0,800.0,2000
USC00042319,20000104,TMIN,0,,,0,800.0,2000
USC00042319,20000104,TOBS,33,,,0,800.0,2000
USC00042319,20000104,PRCP,0,P,,0,800.0,2000
USC00042319,20000104,SNOW,0,P,,0,,2000
USC00042319,20000104,SNWD,0,P,,0,,2000
USC00042319,20000104,EVAP,28,,,0,800.0,2000
USC00042319,20000104,MNPN,-28,,X,0,,2000
USC00042319,20000104,MXPN,94,,,0,,2000
USC00042319,20000104,WDMV,0,,,0,,2000
USW00094728,20000104,TMAX,156,,,0,2400.0,2000
USW00094728,20000104,TMIN,78,,,0,2400.0,2000
USW00094728,20000104,PRCP,178,,,0,2400.0,2000
USW00094728,20000104,SNOW,0,,,0,,2000
USW00094728,20000104,SNWD,0,,,Z,,2000
USW00094728,20000104,AWND,35,,,X,,2000
USW00094728,20000104,FMTM,1840,,,X,,2000
USW00094728,20000104,PGTM,1819,,,W,,2000
USW00094728,20000104,TAVG,117,,,W,,2000
USW00094728,20000104,WDF2,320,,,X,,2000
USW00094728,20000104,WDF5,350,,,X,,2000
USW00094728,20000104,WSF2,67,,,X,,2000
USW00094728,20000104,WSF5,107,,,X,,2000
USW00094728,20000104,WT01,1,,,0,,2000
USW00094728,20000104,WT13,1,,,X,,2000
USW00094728,20000104,WT16,1,,,0,,2000
USW00023174,20000105,TMAX,211,,,0,2400.0,2000
USW00023174,20000105,TMIN,61,,,0,2400.0,2000
USW00023174,20000105,PRCP,0,,,0,2400.0,2000
USW00023174,20000105,AWND,24,,,X,,2000
USW00023174,20000105,FMTM,1443,,,X,,2000
USW00023174,20000105,PGTM,1453,,,W,,2000
USW00023174,20000105,TAVG,139,,,W,,2000
USW00023174,20000105,WDF2,220,,,X,,2000
USW00023174,20000105,WDF5,240,,,X,,2000
USW00023174,20000105,WESD,0,,,0,,2000
USW00023174,20000105,WSF2,67,,,X,,2000
USW00023174,20000105,WSF5,72,,,X,,2000
USW00023174,20000105,WT08,1,,,0,,2000
USC00042319,20000105,TMAX,128,,,0,800.0,2000
USC00042319,20000105,TMIN,-28,,,0,800.0,2000
USC00042319,20000105,TOBS,11,,Z,0,800.0,2000
USC00042319,20000105,PRCP,0,P,,0,800.0,2000
USC00042319,20000105,SNOW,0,P,,0,,2000
USC00042319,20000105,SNWD,0,P,,0,,2000
USC00042319,20000105,EVAP,13,,,0,800.0,2000
USC00042319,20000105,MNPN,-56,,X,0,,2000
USC00042319,20000105,MXPN,56,,,0,,2000
USC00042319,20000105,WDMV,3,,,0,,2000
USW00094728,20000105,TMAX,83,,,0,2400.0,2000
USW00094728,20000105,TMIN,-17,,,0,2400.0,2000
USW00094728,20000105,PRCP,0,T,,0,2400.0,2000
USW00094728,20000105,SNOW,0,,,0,,2000
USW00094728,20000105,SNWD,0,,,Z,,2000
USW00094728,20000105,AWND,51,,,X,,2000
USW00094728,20000105,FMTM,844,,,X,,2000
USW00094728,20000105,PGTM,843,,,W,,2000
USW00094728,20000105,TAVG,33,,,W,,2000
USW00094728,20000105,WDF2,330,,,X,,2000
USW00094728,20000105,WDF5,340,,,X,,2000
USW00094728,20000105,WSF2,107,,,X,,2000
USW00094728,20000105,WSF5,143,,,X,,2000
USW00094728,20000105,WT16,1,,,0,,2000
USW00023174,20000106,TMAX,194,,,0,2400.0,2000
USW00023174,20000106,TMIN,78,,,0,2400.0,2000
USW00023174,20000106,PRCP,0,,,0,2400.0,2000
USW00023174,20000106,AWND,18,,,X,,2000
USW00023174,20000106,FMTM,1340,,,X,,2000
USW00023174,20000106,PGTM,2118,,,W,,2000
USW00023174,20000106,TAVG,139,,,W,,2000
USW00023174,20000106,WDF2,240,,,X,,2000
USW00023174,20000106,WDF5,310,,,X,,2000
USW00023174,20000106,WESD,0,,,0,,2000
USW00023174,20000106,WSF2,58,,,X,,2000
USW00023174,20000106,WSF5,72,,,X,,2000
USW00023174,20000106,WT08,1,,,0,,2000
USC00042319,20000106,TMAX,200,,,0,800.0,2000
USC00042319,20000106,TMIN,33,,,0,800.0,2000
USC00042319,20000106,TOBS,94,,,0,800.0,2000
USC00042319,20000106,PRCP,0,P,,0,800.0,2000
USC00042319,20000106,SNOW,0,P,,0,,2000
USC00042319,20000106,SNWD,0,P,,0,,2000
USC00042319,20000106,EVAP,48,,,0,800.0,2000
USC00042319,20000106,MNPN,-56,,X,0,,2000
USC00042319,20000106,MXPN,106,,,0,,2000
USC00042319,20000106,WDMV,69,,,0,,2000
USW00094728,20000106,TMAX,56,,,0,2400.0,2000
USW00094728,20000106,TMIN,-22,,,0,2400.0,2000
USW00094728,20000106,PRCP,0,,,0,2400.0,2000
USW00094728,20000106,SNOW,0,,,0,,2000
USW00094728,20000106,SNWD,0,,,Z,,2000
USW00094728,20000106,AWND,30,,,X,,2000
USW00094728,20000106,FMTM,1834,,,X,,2000
USW00094728,20000106,PGTM,1833,,,W,,2000
USW00094728,20000106,TAVG,17,,,W,,2000
USW00094728,20000106,WDF2,220,,,X,,2000
USW00094728,20000106,WDF5,250,,,X,,2000
USW00094728,20000106,WSF2,67,,,X,,2000
USW00094728,20000106,WSF5,98,,,X,,2000
USW00023174,20000107,TMAX,172,,,0,2400.0,2000
USW00023174,20000107,TMIN,78,,,0,2400.0,2000
USW00023174,20000107,PRCP,0,,,0,2400.0,2000
USW00023174,20000107,AWND,25,,,X,,2000
USW00023174,20000107,FMTM,1634,,,X,,2000
USW00023174,20000107,PGTM,1229,,,W,,2000
USW00023174,20000107,TAVG,128,,,W,,2000
USW00023174,20000107,WDF2,250,,,X,,2000
USW00023174,20000107,WDF5,230,,,X,,2000
USW00023174,20000107,WESD,0,,,0,,2000
USW00023174,20000107,WSF2,45,,,X,,2000
USW00023174,20000107,WSF5,67,,,X,,2000
USW00023174,20000107,WT08,1,,,0,,2000
USC00042319,20000107,TMAX,194,,,0,800.0,2000
USC00042319,20000107,TMIN,11,,,0,800.0,2000
USC00042319,20000107,TOBS,44,,,0,800.0,2000
USC00042319,20000107,PRCP,0,P,,0,800.0,2000
USC00042319,20000107,SNOW,0,P,,0,,2000
USC00042319,20000107,SNWD,0,P,,0,,2000
USC00042319,20000107,EVAP,30,,,0,800.0,2000
USC00042319,20000107,MNPN,50,,,0,,2000
USC00042319,20000107,MXPN,122,,,0,,2000
USC00042319,20000107,WDMV,16,,,0,,2000
USW00094728,20000107,TMAX,94,,,0,2400.0,2000
USW00094728,20000107,TMIN,17,,,0,2400.0,2000
USW00094728,20000107,PRCP,0,,,0,2400.0,2000
USW00094728,20000107,SNOW,0,,,0,,2000
USW00094728,20000107,SNWD,0,,,Z,,2000
USW00094728,20000107,AWND,42,,,X,,2000
USW00094728,20000107,FMTM,1601,,,X,,2000
USW00094728,20000107,PGTM,1521,,,W,,2000
USW00094728,20000107,TAVG,56,,,W,,2000
USW00094728,20000107,WDF2,300,,,X,,2000
USW00094728,20000107,WDF5,310,,,X,,2000
USW00094728,20000107,WSF2,103,,,X,,2000
USW00094728,20000107,WSF5,156,,,X,,2000
USW00023174,20000108,TMAX,167,,,0,2400.0,2000
USW00023174,20000108,TMIN,50,,,0,2400.0,2000
USW00023174,20000108,PRCP,0,,,0,2400.0,2000
USW00023174,20000108,AWND,24,,,X,,2000
USW00023174,20000108,FMTM,1459,,,X,,2000
USW00023174,20000108,PGTM,1258,,,W,,2000
USW00023174,20000108,TAVG,111,,,W,,2000
USW00023174,20000108,WDF2,240,,,X,,2000
USW00023174,20000108,WDF5,250,,,X,,2000
USW00023174,20000108,WESD,0,,,0,,2000
USW00023174,20000108,WSF2,58,,,X,,2000
USW00023174,20000108,WSF5,72,,,X,,2000
USW00023174,20000108,WT08,1,,,0,,2000
USC00042319,20000108,TMAX,172,,,0,800.0,2000
USC00042319,20000108,TMIN,-22,,,0,800.0,2000
USC00042319,20000108,TOBS,-6,,,0,800.0,2000
USC00042319,20000108,PRCP,0,P,,0,800.0,2000
USC00042319,20000108,SNOW,0,P,,0,,2000
USC00042319,20000108,SNWD,0,P,,0,,2000
USC00042319,20000108,EVAP,25,,,0,800.0,2000
USC00042319,20000108,MNPN,-33,,X,0,,2000
USC00042319,20000108,MXPN,122,,,0,,2000
USC00042319,20000108,WDMV,0,,,0,,2000
USW00094728,20000108,TMAX,33,,,0,2400.0,2000
USW00094728,20000108,TMIN,-11,,,0,2400.0,2000
USW00094728,20000108,PRCP,0,,,0,2400.0,2000
USW00094728,20000108,SNOW,0,,,0,,2000
USW00094728,20000108,SNWD,0,,,Z,,2000
USW00094728,20000108,AWND,35,,,X,,2000
USW00094728,20000108,FMTM,114,,,X,,2000
USW00094728,20000108,PGTM,356,,,W,,2000
USW00094728,20000108,TAVG,11,,,W,,2000
USW00094728,20000108,WDF2,330,,,X,,2000
USW00094728,20000108,WDF5,310,,,X,,2000
USW00094728,20000108,WSF2,72,,,X,,2000
USW00094728,20000108,WSF5,98,,,X,,2000
USW00023174,20000109,TMAX,167,,,0,2400.0,2000
USW00023174,20000109,TMIN,72,,,0,2400.0,2000
USW00023174,20000109,PRCP,0,,,0,2400.0,2000
USW00023174,20000109,AWND,20,,,X,,2000
USW00023174,20000109,FMTM,1337,,,X,,2000
USW00023174,20000109,PGTM,1344,,,W,,2000
USW00023174,20000109,TAVG,122,,,W,,2000
USW00023174,20000109,WDF2,220,,,X,,2000
USW00023174,20000109,WDF5,220,,,X,,2000
USW00023174,20000109,WESD,0,,,0,,2000
USW00023174,20000109,WSF2,58,,,X,,2000
USW00023174,20000109,WSF5,72,,,X,,2000
USW00023174,20000109,WT08,1,,,0,,2000
USC00042319,20000109,TMAX,156,,,0,800.0,2000
USC00042319,20000109,TMIN,-28,,,0,800.0,2000
USC00042319,20000109,TOBS,33,,,0,800.0,2000
USC00042319,20000109,PRCP,0,P,,0,800.0,2000
USC00042319,20000109,SNOW,0,P,,0,,2000
USC00042319,20000109,SNWD,0,P,,0,,2000
USC00042319,20000109,EVAP,18,,,0,800.0,2000
USC00042319,20000109,MNPN,-39,,X,0,,2000
USC00042319,20000109,MXPN,89,,,0,,2000
USC00042319,20000109,WDMV,3,,,0,,2000
USW00094728,20000109,TMAX,106,,,0,2400.0,2000
USW00094728,20000109,TMIN,28,,,0,2400.0,2000
USW00094728,20000109,PRCP,5,,,0,2400.0,2000
USW00094728,20000109,SNOW,0,,,0,,2000
USW00094728,20000109,SNWD,0,,,Z,,2000
USW00094728,20000109,AWND,26,,,X,,2000
USW00094728,20000109,FMTM,601,,,X,,2000
USW00094728,20000109,PGTM,22,,,W,,2000
USW00094728,20000109,TAVG,67,,,W,,2000
USW00094728,20000109,WDF2,270,,,X,,2000
USW00094728,20000109,WDF5,270,,,X,,2000
USW00094728,20000109,WSF2,63,,,X,,2000
USW00094728,20000109,WSF5,89,,,X,,2000
USW00094728,20000109,WT16,1,,,0,,2000
USW00023174,20000110,TMAX,167,,,0,2400.0,2000
USW00023174,20000110,TMIN,89,,,0,2400.0,2000
USW00023174,20000110,PRCP,0,,,0,2400.0,2000
USW00023174,20000110,AWND,23,,,X,,2000
USW00023174,20000110,FMTM,1449,,,X,,2000
USW00023174,20000110,PGTM,1508,,,W,,2000
USW00023174,20000110,TAVG,128,,,W,,2000
USW00023174,20000110,WDF2,250,,,X,,2000
USW00023174,20000110,WDF5,270,,,X,,2000
USW00023174,20000110,WESD,0,,,0,,2000
USW00023174,20000110,WSF2,58,,,X,,2000
USW00023174,20000110,WSF5,67,,,X,,2000
USW00023174,20000110,WT01,1,,,0,,2000
USW00023174,20000110,WT08,1,,,0,,2000
USW00023174,20000110,WT13,1,,,X,,2000
USC00042319,20000110,TMAX,172,,,0,800.0,2000
USC00042319,20000110,TMIN,-11,,,0,800.0,2000
USC00042319,20000110,TOBS,17,,,0,800.0,2000
USC00042319,20000110,PRCP,0,P,,0,800.0,2000
USC00042319,20000110,SNOW,0,P,,0,,2000
USC00042319,20000110,SNWD,0,P,,0,,2000
USC00042319,20000110,EVAP,18,,,0,800.0,2000
USC00042319,20000110,MNPN,-33,,X,0,,2000
USC00042319,20000110,MXPN,61,,,0,,2000
USC00042319,20000110,WDMV,0,,,0,,2000
USW00094728,20000110,TMAX,144,,,0,2400.0,2000
USW00094728,20000110,TMIN,67,,,0,2400.0,2000
USW00094728,20000110,PRCP,213,,,0,2400.0,2000
USW00094728,20000110,SNOW,0,,,0,,2000
USW00094728,20000110,SNWD,0,,,Z,,2000
USW00094728,20000110,AWND,41,,,X,,2000
USW00094728,20000110,FMTM,1758,,,X,,2000
USW00094728,20000110,PGTM,1736,,,W,,2000
USW00094728,20000110,TAVG,106,,,W,,2000
USW00094728,20000110,WDF2,280,,,X,,2000
USW00094728,20000110,WDF5,260,,,X,,2000
USW00094728,20000110,WSF2,94,,,X,,2000
USW00094728,20000110,WSF5,139,,,X,,2000
USW00094728,20000110,WT01,1,,,0,,2000
USW00094728,20000110,WT13,1,,,X,,2000
USW00094728,20000110,WT16,1,,,0,,2000
USW00023174,20000111,TMAX,156,,,0,2400.0,2000
USW00023174,20000111,TMIN,100,,,0,2400.0,2000
USW00023174,20000111,PRCP,0,,,0,2400.0,2000
USW00023174,20000111,AWND,29,,,X,,2000
USW00023174,20000111,FMTM,1325,,,X,,2000
USW00023174,20000111,PGTM,1305,,,W,,2000
USW00023174,20000111,TAVG,128,,,W,,2000
USW00023174,20000111,WDF2,260,,,X,,2000
USW00023174,20000111,WDF5,260,,,X,,2000
USW00023174,20000111,WESD,0,,,0,,2000
USW00023174,20000111,WSF2,72,,,X,,2000
USW00023174,20000111,WSF5,94,,,X,,2000
USW00023174,20000111,WT01,1,,,0,,2000
USW00023174,20000111,WT08,1,,,0,,2000
USW00023174,20000111,WT13,1,,,X,,2000
USC00042319,20000111,TMAX,178,,,0,800.0,2000
USC00042319,20000111,TMIN,-6,,,0,800.0,2000
USC00042319,20000111,TOBS,22,,,0,800.0,2000
USC00042319,20000111,PRCP,0,P,,0,800.0,2000
USC00042319,20000111,SNOW,0,P,,0,,2000
USC00042319,20000111,SNWD,0,P,,0,,2000
USC00042319,20000111,EVAP,20,,,0,800.0,2000
USC00042319,20000111,MNPN,-33,,X,0,,2000
USC00042319,20000111,MXPN,89,,,0,,2000
USC00042319,20000111,WDMV,3,,,0,,2000
USW00094728,20000111,TMAX,111,,,0,2400.0,2000
USW00094728,20000111,TMIN,44,,,0,2400.0,2000
USW00094728,20000111,PRCP,0,,,0,2400.0,2000
USW00094728,20000111,SNOW,0,,,0,,2000
USW00094728,20000111,SNWD,0,,,Z,,2000
USW00094728,20000111,AWND,49,,,X,,2000
USW00094728,20000111,FMTM,1203,,,X,,2000
USW00094728,20000111,PGTM,1203,,,W,,2000
USW00094728,20000111,TAVG,78,,,W,,2000
USW00094728,20000111,WDF2,300,,,X,,2000
USW00094728,20000111,WDF5,310,,,X,,2000
USW00094728,20000111,WSF2,112,,,X,,2000
USW00094728,20000111,WSF5,174,,,X,,2000
USW00023174,20000112,TMAX,167,,,0,2400.0,2000
USW00023174,20000112,TMIN,117,,,0,2400.0,2000
USW00023174,20000112,PRCP,0,,,0,2400.0,2000
USW00023174,20000112,AWND,30,,,X,,2000
USW00023174,20000112,FMTM,1443,,,X,,2000
USW00023174,20000112,PGTM,21,,,W,,2000
USW00023174,20000112,TAVG,144,,,W,,2000
USW00023174,20000112,WDF2,260,,,X,,2000
USW00023174,20000112,WDF5,150,,,X,,2000
USW00023174,20000112,WESD,0,,,0,,2000
USW00023174,20000112,WSF2,63,,,X,,2000
USW00023174,20000112,WSF5,76,,,X,,2000
USW00023174,20000112,WT01,1,,,0,,2000
USW00023174,20000112,WT08,1,,,0,,2000
USW00023174,20000112,WT13,1,,,X,,2000
USC00042319,20000112,TMAX,156,,,0,800.0,2000
USC00042319,20000112,TMIN,11,,,0,800.0,2000
USC00042319,20000112,TOBS,33,,,0,800.0,2000
USC00042319,20000112,PRCP,0,P,,0,800.0,2000
USC00042319,20000112,SNOW,0,P,,0,,2000
USC00042319,20000112,SNWD,0,P,,0,,2000
USC00042319,20000112,EVAP,13,,,0,800.0,2000
USC00042319,20000112,MNPN,-28,,X,0,,2000
USC00042319,20000112,MXPN,56,,,0,,2000
USC00042319,20000112,WDMV,0,,,0,,2000
USW00094728,20000112,TMAX,83,,,0,2400.0,2000
USW00094728,20000112,TMIN,39,,,0,2400.0,2000
USW00094728,20000112,PRCP,0,,,0,2400.0,2000
USW00094728,20000112,SNOW,0,,,0,,2000
USW00094728,20000112,SNWD,0,,,Z,,2000
USW00094728,20000112,AWND,39,,,X,,2000
USW00094728,20000112,FMTM,610,,,X,,2000
USW00094728,20000112,PGTM,536,,,W,,2000
USW00094728,20000112,TAVG,61,,,W,,2000
USW00094728,20000112,WDF2,330,,,X,,2000
USW00094728,20000112,WDF5,330,,,X,,2000
USW00094728,20000112,WSF2,94,,,X,,2000
USW00094728,20000112,WSF5,161,,,X,,2000
USW00023174,20000113,TMAX,239,,,0,2400.0,2000
USW00023174,20000113,TMIN,94,,,0,2400.0,2000
USW00023174,20000113,PRCP,0,,,0,2400.0,2000
USW00023174,20000113,AWND,20,,,X,,2000
USW00023174,20000113,FMTM,1742,,,X,,2000
USW00023174,20000113,PGTM,1736,,,W,,2000
USW00023174,20000113,TAVG,167,,,W,,2000
USW00023174,20000113,WDF2,260,,,X,,2000
USW00023174,20000113,WDF5,260,,,X,,2000
USW00023174,20000113,WESD,0,,,0,,2000
USW00023174,20000113,WSF2,72,,,X,,2000
USW00023174,20000113,WSF5,80,,,X,,2000
USW00023174,20000113,WT01,1,,,0,,2000
USW00023174,20000113,WT08,1,,,0,,2000
USW00023174,20000113,WT13,1,,,X,,2000
USC00042319,20000113,TMAX,200,,,0,800.0,2000
USC00042319,20000113,TMIN,6,,,0,800.0,2000
USC00042319,20000113,TOBS,50,,,0,800.0,2000
USC00042319,20000113,PRCP,0,P,,0,800.0,2000
USC00042319,20000113,SNOW,0,P,,0,,2000
USC00042319,20000113,SNWD,0,P,,0,,2000
USC00042319,20000113,EVAP,28,,,0,800.0,2000
USC00042319,20000113,MNPN,-28,,X,0,,2000
USC00042319,20000113,MXPN,100,,,0,,2000
USC00042319,20000113,WDMV,0,,,0,,2000
USW00094728,20000113,TMAX,39,,,0,2400.0,2000
USW00094728,20000113,TMIN,-78,,,0,2400.0,2000
USW00094728,20000113,PRCP,13,,,0,2400.0,2000
USW00094728,20000113,SNOW,0,T,,0,,2000
USW00094728,20000113,SNWD,0,,,Z,,2000
USW00094728,20000113,AWND,51,,,X,,2000
USW00094728,20000113,FMTM,843,,,X,,2000
USW00094728,20000113,PGTM,1539,,,W,,2000
USW00094728,20000113,TAVG,-17,,,W,,2000
USW00094728,20000113,WDF2,90,,,X,,2000
USW00094728,20000113,WDF5,10,,,X,,2000
USW00094728,20000113,WSF2,103,,,X,,2000
USW00094728,20000113,WSF5,143,,,X,,2000
USW00094728,20000113,WT01,1,,,0,,2000
USW00094728,20000113,WT08,1,,,0,,2000
USW00094728,20000113,WT13,1,,,X,,2000
USW00094728,20000113,WT18,1,,,0,,2000
USW00023174,20000114,TMAX,250,,,0,2400.0,2000
USW00023174,20000114,TMIN,117,,,0,2400.0,2000
USW00023174,20000114,PRCP,0,,,0,2400.0,2000
USW00023174,20000114,AWND,17,,,X,,2000
USW00023174,20000114,FMTM,1337,,,X,,2000
USW00023174,20000114,PGTM,1336,,,W,,2000
USW00023174,20000114,TAVG,183,,,W,,2000
USW00023174,20000114,WDF2,260,,,X,,2000
USW00023174,20000114,WDF5,250,,,X,,2000
USW00023174,20000114,WESD,0,,,0,,2000
USW00023174,20000114,WSF2,54,,,X,,2000
USW00023174,20000114,WSF5,63,,,X,,2000
USW00023174,20000114,WT08,1,,,0,,2000
USC00042319,20000114,TMAX,217,,,0,800.0,2000
USC00042319,20000114,TMIN,33,,,0,800.0,2000
USC00042319,20000114,TOBS,61,,,0,800.0,2000
USC00042319,20000114,PRCP,0,P,,0,800.0,2000
USC00042319,20000114,SNOW,0,P,,0,,2000
USC00042319,20000114,SNWD,0,P,,0,,2000
USC00042319,20000114,EVAP,13,,,0,800.0,2000
USC00042319,20000114,MNPN,0,,,0,,2000
USC00042319,20000114,MXPN,128,,,0,,2000
USC00042319,20000114,WDMV,0,,,0,,2000
USW00094728,20000114,TMAX,-56,,,0,2400.0,2000
USW00094728,20000114,TMIN,-106,,,0,2400.0,2000
USW00094728,20000114,PRCP,0,,,0,2400.0,2000
USW00094728,20000114,SNOW,0,,,0,,2000
USW00094728,20000114,SNWD,0,T,,Z,,2000
USW00094728,20000114,AWND,72,,,X,,2000
USW00094728,20000114,FMTM,1350,,,X,,2000
USW00094728,20000114,PGTM,1422,,,W,,2000
USW00094728,20000114,TAVG,-78,,,W,,2000
USW00094728,20000114,WDF2,330,,,X,,2000
USW00094728,20000114,WDF5,340,,,X,,2000
USW00094728,20000114,WSF2,125,,,X,,2000
